url,Playername link,Playername link_link,Updatestatus value,Mainposition image,Mainposition image_alt,Pt number 1,Overalldiff number,Playerbasedatainner link,Playerbasedatainner link_link,Playerbasedatainner image,Playerbasedatainner image_alt,Playerbasedatainner value,Image,Image_alt,Image_link,Pt number 2,Myclub link,Myclub link_link,Pt number 3,Ml link,Ml link_link,Pt number 4,Mainplaystyle value,Link,Link_link,,
http://we2016.kouryakuki.net/players/index/page:8,ジェルヴィーニョ,http://we2016.kouryakuki.net/players/detail/7810/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/1.png,LWG,84,(+1),,,http://we2016.kouryakuki.net/img/countries/38.gif,国旗38,コートジボワール代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7810/point/?tmp=1477482499.3662&tmp=1477482501477; http://we2016.kouryakuki.net/ml/comment/7810/0/?tmp=1477482501478; http://we2016.kouryakuki.net/ml/comment/7810/1/?tmp=1477482501479,84; 54; 77; 69,myClub評価,http://we2016.kouryakuki.net/ml/player/7810/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7810/1/,69,デコイラン,詳細,http://we2016.kouryakuki.net/players/detail/7810/?tmp=1477482501502
http://we2016.kouryakuki.net/players/index/page:8,オブラク,http://we2016.kouryakuki.net/players/detail/3155/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/14.png,GK,83,(+4),アトレティコ マドリー,http://we2016.kouryakuki.net/teams/detail/80/,http://we2016.kouryakuki.net/img/countries/28.gif,国旗28,スロベニア代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/3155/point/?tmp=1477482499.3681&tmp=1477482501480; http://we2016.kouryakuki.net/ml/comment/3155/0/?tmp=1477482501481; http://we2016.kouryakuki.net/ml/comment/3155/1/?tmp=1477482501482,83; 54; 64; 63,myClub評価,http://we2016.kouryakuki.net/ml/player/3155/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/3155/1/,63,守備的GK,詳細,http://we2016.kouryakuki.net/players/detail/3155/?tmp=1477482501502
http://we2016.kouryakuki.net/players/index/page:8,アドゥリス,http://we2016.kouryakuki.net/players/detail/7804/,,http://we2016.kouryakuki.net/img/positions/show/3.png,CF,83,,アスレティック ビルバオ,http://we2016.kouryakuki.net/teams/detail/79/,http://we2016.kouryakuki.net/img/countries/29.gif,国旗29,スペイン,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7804/point/?tmp=1477482499.3696&tmp=1477482501483; http://we2016.kouryakuki.net/ml/comment/7804/0/?tmp=1477482501484; http://we2016.kouryakuki.net/ml/comment/7804/1/?tmp=1477482501485,83; 54; 72; 70,myClub評価,http://we2016.kouryakuki.net/ml/player/7804/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7804/1/,70,ボックスストライカー,詳細,http://we2016.kouryakuki.net/players/detail/7804/?tmp=1477482501502
http://we2016.kouryakuki.net/players/index/page:8,ナインゴラン,http://we2016.kouryakuki.net/players/detail/7824/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/7.png,CMF,83,,ローマ,http://we2016.kouryakuki.net/teams/detail/60/,http://we2016.kouryakuki.net/img/countries/2.gif,国旗2,ベルギー代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7824/point/?tmp=1477482499.3708&tmp=1477482501486; http://we2016.kouryakuki.net/ml/comment/7824/0/?tmp=1477482501487; http://we2016.kouryakuki.net/ml/comment/7824/1/?tmp=1477482501488,83; 54; 72; 67,myClub評価,http://we2016.kouryakuki.net/ml/player/7824/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7824/1/,67,ボックストゥボックス,詳細,http://we2016.kouryakuki.net/players/detail/7824/?tmp=1477482501502
http://we2016.kouryakuki.net/players/index/page:8,フェリピ アンデルソン,http://we2016.kouryakuki.net/players/detail/666/,【1.0変更】,http://we2016.kouryakuki.net/img/positions/show/1.png,LWG,81,,ラツィオ,http://we2016.kouryakuki.net/teams/detail/59/,http://we2016.kouryakuki.net/img/countries/57.gif,国旗57,ブラジル,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/666/point/?tmp=1477482499.372&tmp=1477482501488; http://we2016.kouryakuki.net/ml/comment/666/0/?tmp=1477482501489; http://we2016.kouryakuki.net/ml/comment/666/1/?tmp=1477482501490,81; 54; 77; 76,myClub評価,http://we2016.kouryakuki.net/ml/player/666/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/666/1/,76,ウイングストライカー,詳細,http://we2016.kouryakuki.net/players/detail/666/?tmp=1477482501502
http://we2016.kouryakuki.net/players/index/page:8,オーリエ,http://we2016.kouryakuki.net/players/detail/2938/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/13.png,RSB,81,(+2),パリ サンジェルマン,http://we2016.kouryakuki.net/teams/detail/35/,http://we2016.kouryakuki.net/img/countries/38.gif,国旗38,コートジボワール代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/2938/point/?tmp=1477482499.3732&tmp=1477482501491; http://we2016.kouryakuki.net/ml/comment/2938/0/?tmp=1477482501492; http://we2016.kouryakuki.net/ml/comment/2938/1/?tmp=1477482501493,81; 54; 81; 71,myClub評価,http://we2016.kouryakuki.net/ml/player/2938/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/2938/1/,71,攻撃的サイドバック,詳細,http://we2016.kouryakuki.net/players/detail/2938/?tmp=1477482501502
http://we2016.kouryakuki.net/players/index/page:8,ザカライアス ヴァッツ,http://we2016.kouryakuki.net/players/detail/13155/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/3.png,CF,81,(+1),,,http://we2016.kouryakuki.net/img/countries/44.gif,国旗44,ナイジェリア代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/13155/point/?tmp=1477482499.3758&tmp=1477482501494; http://we2016.kouryakuki.net/ml/comment/13155/0/?tmp=1477482501494; http://we2016.kouryakuki.net/ml/comment/13155/1/?tmp=1477482501495,81; 54; 70; 68,myClub評価,http://we2016.kouryakuki.net/ml/player/13155/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/13155/1/,68,ウイングストライカー,詳細,http://we2016.kouryakuki.net/players/detail/13155/?tmp=1477482501502
http://we2016.kouryakuki.net/players/index/page:8,ビアビアニ,http://we2016.kouryakuki.net/players/detail/16146/,【2.0追加】,http://we2016.kouryakuki.net/img/positions/show/2.png,ST,81,,インテル,http://we2016.kouryakuki.net/teams/detail/43/,http://we2016.kouryakuki.net/img/countries/10.gif,国旗10,フランス,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/16146/point/?tmp=1477482499.3773&tmp=1477482501496; http://we2016.kouryakuki.net/ml/comment/16146/0/?tmp=1477482501497; http://we2016.kouryakuki.net/ml/comment/16146/1/?tmp=1477482501498,81; 54; 78; 75,myClub評価,http://we2016.kouryakuki.net/ml/player/16146/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/16146/1/,75,-,詳細,http://we2016.kouryakuki.net/players/detail/16146/?tmp=1477482501502
http://we2016.kouryakuki.net/players/index/page:8,バス ドスト,http://we2016.kouryakuki.net/players/detail/11805/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/3.png,CF,80,(+6),ヴォルフスブルク,http://we2016.kouryakuki.net/teams/detail/567/,http://we2016.kouryakuki.net/img/countries/18.gif,国旗18,オランダ,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/11805/point/?tmp=1477482499.3789&tmp=1477482501499; http://we2016.kouryakuki.net/ml/comment/11805/0/?tmp=1477482501500; http://we2016.kouryakuki.net/ml/comment/11805/1/?tmp=1477482501500,80; 54; 65; 64,myClub評価,http://we2016.kouryakuki.net/ml/player/11805/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/11805/1/,64,ラインブレーカー,詳細,http://we2016.kouryakuki.net/players/detail/11805/?tmp=1477482501502
http://we2016.kouryakuki.net/players/index/page:9,アバーテ,http://we2016.kouryakuki.net/players/detail/3919/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/13.png,RSB,79,(+1),ACミラン,http://we2016.kouryakuki.net/teams/detail/41/,http://we2016.kouryakuki.net/img/countries/16.gif,国旗16,イタリア,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/3919/point/?tmp=1477482542.774&tmp=1477482544490; http://we2016.kouryakuki.net/ml/comment/3919/0/?tmp=1477482544491; http://we2016.kouryakuki.net/ml/comment/3919/1/?tmp=1477482544492,79; 54; 73; 68,myClub評価,http://we2016.kouryakuki.net/ml/player/3919/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/3919/1/,68,攻撃的サイドバック,詳細,http://we2016.kouryakuki.net/players/detail/3919/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ブラッディ,http://we2016.kouryakuki.net/players/detail/6940/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/5.png,LMF,78,(+2),ノーフォーク シティ,http://we2016.kouryakuki.net/teams/detail/246/,http://we2016.kouryakuki.net/img/countries/14.gif,国旗14,アイルランド代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/6940/point/?tmp=1477482542.7782&tmp=1477482544493; http://we2016.kouryakuki.net/ml/comment/6940/0/?tmp=1477482544494; http://we2016.kouryakuki.net/ml/comment/6940/1/?tmp=1477482544495,78; 54; 69; 66,myClub評価,http://we2016.kouryakuki.net/ml/player/6940/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/6940/1/,66,-,詳細,http://we2016.kouryakuki.net/players/detail/6940/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,クヤテ,http://we2016.kouryakuki.net/players/detail/6654/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/6.png,DMF,77,(+1),イーストロンドン,http://we2016.kouryakuki.net/teams/detail/13/,http://we2016.kouryakuki.net/img/countries/45.gif,国旗45,セネガル,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/6654/point/?tmp=1477482542.7815&tmp=1477482544496; http://we2016.kouryakuki.net/ml/comment/6654/0/?tmp=1477482544497; http://we2016.kouryakuki.net/ml/comment/6654/1/?tmp=1477482544498,77; 54; 75; 70,myClub評価,http://we2016.kouryakuki.net/ml/player/6654/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/6654/1/,70,アンカー,詳細,http://we2016.kouryakuki.net/players/detail/6654/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ダリオ チェルケズ,http://we2016.kouryakuki.net/players/detail/12999/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/7.png,CMF,88,,,,http://we2016.kouryakuki.net/img/countries/5.gif,国旗5,クロアチア,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/12999/point/?tmp=1477482542.7845&tmp=1477482544499; http://we2016.kouryakuki.net/ml/comment/12999/0/?tmp=1477482544500; http://we2016.kouryakuki.net/ml/comment/12999/1/?tmp=1477482544500,88; 53; 68; 70,myClub評価,http://we2016.kouryakuki.net/ml/player/12999/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/12999/1/,70,2列目からの飛び出し,詳細,http://we2016.kouryakuki.net/players/detail/12999/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,コンパニ,http://we2016.kouryakuki.net/players/detail/3897/,,http://we2016.kouryakuki.net/img/positions/show/12.png,CB,87,,マン ブルー,http://we2016.kouryakuki.net/teams/detail/3/,http://we2016.kouryakuki.net/img/countries/2.gif,国旗2,ベルギー代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/3897/point/?tmp=1477482542.7875&tmp=1477482544501; http://we2016.kouryakuki.net/ml/comment/3897/0/?tmp=1477482544502; http://we2016.kouryakuki.net/ml/comment/3897/1/?tmp=1477482544503,87; 53; 74; 72,myClub評価,http://we2016.kouryakuki.net/ml/player/3897/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/3897/1/,72,-,詳細,http://we2016.kouryakuki.net/players/detail/3897/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ベナティア,http://we2016.kouryakuki.net/players/detail/5988/,,http://we2016.kouryakuki.net/img/positions/show/12.png,CB,86,,バイエルン ミュンヘン,http://we2016.kouryakuki.net/teams/detail/189/,http://we2016.kouryakuki.net/img/countries/43.gif,国旗43,モロッコ代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/5988/point/?tmp=1477482542.7906&tmp=1477482544504; http://we2016.kouryakuki.net/ml/comment/5988/0/?tmp=1477482544504; http://we2016.kouryakuki.net/ml/comment/5988/1/?tmp=1477482544505,86; 53; 71; 70,myClub評価,http://we2016.kouryakuki.net/ml/player/5988/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/5988/1/,70,-,詳細,http://we2016.kouryakuki.net/players/detail/5988/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ガイタン,http://we2016.kouryakuki.net/players/detail/5992/,【1.0変更】,http://we2016.kouryakuki.net/img/positions/show/5.png,LMF,86,,SLベンフィカ,http://we2016.kouryakuki.net/teams/detail/101/,http://we2016.kouryakuki.net/img/countries/55.gif,国旗55,アルゼンチン代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/5992/point/?tmp=1477482542.7938&tmp=1477482544506; http://we2016.kouryakuki.net/ml/comment/5992/0/?tmp=1477482544507; http://we2016.kouryakuki.net/ml/comment/5992/1/?tmp=1477482544507,86; 53; 81; 80,myClub評価,http://we2016.kouryakuki.net/ml/player/5992/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/5992/1/,80,ナンバー10,詳細,http://we2016.kouryakuki.net/players/detail/5992/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ジェラード,http://we2016.kouryakuki.net/players/detail/6000/,【1.0除籍】,http://we2016.kouryakuki.net/img/positions/show/6.png,DMF,85,,,,http://we2016.kouryakuki.net/img/countries/8.gif,国旗8,イングランド,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/6000/point/?tmp=1477482542.7968&tmp=1477482544508; http://we2016.kouryakuki.net/ml/comment/6000/0/?tmp=1477482544509; http://we2016.kouryakuki.net/ml/comment/6000/1/?tmp=1477482544510,85; 53; 78; 77,myClub評価,http://we2016.kouryakuki.net/ml/player/6000/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/6000/1/,77,アンカー,詳細,http://we2016.kouryakuki.net/players/detail/6000/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,シャビ,http://we2016.kouryakuki.net/players/detail/6002/,【1.0除籍】,http://we2016.kouryakuki.net/img/positions/show/7.png,CMF,85,,,,http://we2016.kouryakuki.net/img/countries/29.gif,国旗29,スペイン,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/6002/point/?tmp=1477482542.7998&tmp=1477482544511; http://we2016.kouryakuki.net/ml/comment/6002/0/?tmp=1477482544511; http://we2016.kouryakuki.net/ml/comment/6002/1/?tmp=1477482544512,85; 53; 81; 77,myClub評価,http://we2016.kouryakuki.net/ml/player/6002/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/6002/1/,77,-,詳細,http://we2016.kouryakuki.net/players/detail/6002/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,アイマール,http://we2016.kouryakuki.net/players/detail/6003/,【1.0除籍】,http://we2016.kouryakuki.net/img/positions/show/8.png,OMF,85,,,,http://we2016.kouryakuki.net/img/countries/55.gif,国旗55,アルゼンチン,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/6003/point/?tmp=1477482542.803&tmp=1477482544513; http://we2016.kouryakuki.net/ml/comment/6003/0/?tmp=1477482544513; http://we2016.kouryakuki.net/ml/comment/6003/1/?tmp=1477482544514,85; 53; 77; 77,myClub評価,http://we2016.kouryakuki.net/ml/player/6003/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/6003/1/,77,ナンバー10,詳細,http://we2016.kouryakuki.net/players/detail/6003/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ディエゴ ロペス,http://we2016.kouryakuki.net/players/detail/7021/,【1.0変更】,http://we2016.kouryakuki.net/img/positions/show/14.png,GK,85,,ACミラン,http://we2016.kouryakuki.net/teams/detail/41/,http://we2016.kouryakuki.net/img/countries/29.gif,国旗29,スペイン,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7021/point/?tmp=1477482542.8061&tmp=1477482544515; http://we2016.kouryakuki.net/ml/comment/7021/0/?tmp=1477482544516; http://we2016.kouryakuki.net/ml/comment/7021/1/?tmp=1477482544516,85; 53; 78; 76,myClub評価,http://we2016.kouryakuki.net/ml/player/7021/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7021/1/,76,守備的GK,詳細,http://we2016.kouryakuki.net/players/detail/7021/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ジョアン モウティーニョ,http://we2016.kouryakuki.net/players/detail/7307/,,http://we2016.kouryakuki.net/img/positions/show/7.png,CMF,84,,ASモナコFC,http://we2016.kouryakuki.net/teams/detail/250/,http://we2016.kouryakuki.net/img/countries/22.gif,国旗22,ポルトガル代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7307/point/?tmp=1477482542.8091&tmp=1477482544517; http://we2016.kouryakuki.net/ml/comment/7307/0/?tmp=1477482544518; http://we2016.kouryakuki.net/ml/comment/7307/1/?tmp=1477482544519,84; 53; 75; 73,myClub評価,http://we2016.kouryakuki.net/ml/player/7307/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7307/1/,73,ボックストゥボックス,詳細,http://we2016.kouryakuki.net/players/detail/7307/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,サンティ カソルラ,http://we2016.kouryakuki.net/players/detail/7308/,,http://we2016.kouryakuki.net/img/positions/show/8.png,OMF,84,,ノースロンドン,http://we2016.kouryakuki.net/teams/detail/7/,http://we2016.kouryakuki.net/img/countries/29.gif,国旗29,スペイン代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7308/point/?tmp=1477482542.8122&tmp=1477482544520; http://we2016.kouryakuki.net/ml/comment/7308/0/?tmp=1477482544520; http://we2016.kouryakuki.net/ml/comment/7308/1/?tmp=1477482544521,84; 53; 75; 72,myClub評価,http://we2016.kouryakuki.net/ml/player/7308/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7308/1/,72,チャンスメイカー,詳細,http://we2016.kouryakuki.net/players/detail/7308/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ウィリアン,http://we2016.kouryakuki.net/players/detail/7573/,,http://we2016.kouryakuki.net/img/positions/show/9.png,RMF,84,,ロンドンFC,http://we2016.kouryakuki.net/teams/detail/2/,http://we2016.kouryakuki.net/img/countries/57.gif,国旗57,ブラジル代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7573/point/?tmp=1477482542.8152&tmp=1477482544522; http://we2016.kouryakuki.net/ml/comment/7573/0/?tmp=1477482544523; http://we2016.kouryakuki.net/ml/comment/7573/1/?tmp=1477482544523,84; 53; 79; 76,myClub評価,http://we2016.kouryakuki.net/ml/player/7573/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7573/1/,76,-,詳細,http://we2016.kouryakuki.net/players/detail/7573/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,コンドグビア,http://we2016.kouryakuki.net/players/detail/7583/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/7.png,CMF,84,,インテル,http://we2016.kouryakuki.net/teams/detail/43/,http://we2016.kouryakuki.net/img/countries/10.gif,国旗10,フランス代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7583/point/?tmp=1477482542.8182&tmp=1477482544524; http://we2016.kouryakuki.net/ml/comment/7583/0/?tmp=1477482544525; http://we2016.kouryakuki.net/ml/comment/7583/1/?tmp=1477482544526,84; 53; 81; 76,myClub評価,http://we2016.kouryakuki.net/ml/player/7583/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7583/1/,76,ボックストゥボックス,詳細,http://we2016.kouryakuki.net/players/detail/7583/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,スターリッジ,http://we2016.kouryakuki.net/players/detail/7812/,【2.0変更】,http://we2016.kouryakuki.net/img/positions/show/3.png,CF,83,,マージーサイド レッド,http://we2016.kouryakuki.net/teams/detail/5/,http://we2016.kouryakuki.net/img/countries/8.gif,国旗8,イングランド,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7812/point/?tmp=1477482542.8213&tmp=1477482544527; http://we2016.kouryakuki.net/ml/comment/7812/0/?tmp=1477482544527; http://we2016.kouryakuki.net/ml/comment/7812/1/?tmp=1477482544528,83; 53; 74; 73,myClub評価,http://we2016.kouryakuki.net/ml/player/7812/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7812/1/,73,ラインブレーカー,詳細,http://we2016.kouryakuki.net/players/detail/7812/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,パラシオ,http://we2016.kouryakuki.net/players/detail/10/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/2.png,ST,82,,インテル,http://we2016.kouryakuki.net/teams/detail/43/,http://we2016.kouryakuki.net/img/countries/55.gif,国旗55,アルゼンチン,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/10/point/?tmp=1477482542.8243&tmp=1477482544529; http://we2016.kouryakuki.net/ml/comment/10/0/?tmp=1477482544530; http://we2016.kouryakuki.net/ml/comment/10/1/?tmp=1477482544531,82; 53; 69; 66,myClub評価,http://we2016.kouryakuki.net/ml/player/10/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/10/1/,66,ラインブレーカー,詳細,http://we2016.kouryakuki.net/players/detail/10/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ペッレ,http://we2016.kouryakuki.net/players/detail/162/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/3.png,CF,81,,ハンプシャー レッド,http://we2016.kouryakuki.net/teams/detail/247/,http://we2016.kouryakuki.net/img/countries/16.gif,国旗16,イタリア代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/162/point/?tmp=1477482542.8275&tmp=1477482544531; http://we2016.kouryakuki.net/ml/comment/162/0/?tmp=1477482544532; http://we2016.kouryakuki.net/ml/comment/162/1/?tmp=1477482544533,81; 53; 68; 67,myClub評価,http://we2016.kouryakuki.net/ml/player/162/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/162/1/,67,ボックスストライカー,詳細,http://we2016.kouryakuki.net/players/detail/162/?tmp=1477482544541
http://we2016.kouryakuki.net/players/index/page:9,ズマ,http://we2016.kouryakuki.net/players/detail/8289/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/12.png,CB,80,(+6),ロンドンFC,http://we2016.kouryakuki.net/teams/detail/2/,http://we2016.kouryakuki.net/img/countries/10.gif,国旗10,フランス,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/8289/point/?tmp=1477482542.834&tmp=1477482544534; http://we2016.kouryakuki.net/ml/comment/8289/0/?tmp=1477482544534; http://we2016.kouryakuki.net/ml/comment/8289/1/?tmp=1477482544535,80; 53; 64; 64,myClub評価,http://we2016.kouryakuki.net/ml/player/8289/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/8289/1/,64,-,詳細,http://we2016.kouryakuki.net/players/detail/8289/?tmp=1477482544541
